ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNMA,FA_RDNDA,FA_RDNZC,FA_TELNO,LOAD_DTM,lat,lng,geocode_source
B10,서울특별시교육청,영등포구,교습소,3000020312,아트앤뮤직음악교습소,20140609,20140609,개원,        ,99991231,20,9,예능(대),예능(중),피아노1(일60분*주5회),음악, ,Y,N,서울특별시 영등포구 도영로 66 ,", 2층 207호,208호 (도림동)",150080,02-833-9995,20250518,37.5103949442095,126.900176553265,rdnma
B10,서울특별시교육청,영등포구,교습소,3000038811,아트앤하트미술교습소,20210412,20210412,개원,        ,99991231,12,6,예능(대),예능(중),미술 정규반(일125분*주2회*4.2주),미술,"미술 정규반(일125분*주2회*4.2주):130000, 드로잉반(일115분*주3회*4.2주):180000, 특강(일105분*주2회*4.2주):110000",Y,N,서울특별시 영등포구 여의대방로 417,", 대교아파트상가A동 206호 (여의도동)",7340,02-000-0000,20231018,37.5210607930819,126.934312555699,rdnma
B10,서울특별시교육청,영등포구,교습소,3000033353,아트앤하트서울당산삼성타운미술교습소,20181228,20181228,개원,        ,99991231,45,5,예능(대),예능(중),,미술, ,Y,N,서울특별시 영등포구 당산로44길 3,", 611호 일부 (당산동5가, 삼성타운)",7214,00-000-0000,20231018,37.5319143458605,126.901077532801,rdnma
B10,서울특별시교육청,영등포구,교습소,3000039839,아트앤하트신길보라매에스케이뷰미술교습소,20210916,20210916,개원,        ,99991231,15,8,예능(대),예능(중),"미술(키즈,쥬니어)(일120분*주2회*4.2주)",미술,"미술(키즈,쥬니어)(일120분*주2회*4.2주):140000, 미술(토들러)(일80분*주3회*4.2주):150000, 미술(키즈,쥬니어)(일80분*주4회*4.2주):200000",Y,N,서울특별시 영등포구 여의대방로35가길 19,", A동 2층 8호 (신길동, 보라매 SK VIEW)",7391,02-000-0000,20231018,37.5037353406458,126.917440584163,rdnma
B10,서울특별시교육청,영등포구,교습소,3000034931,아트플래닛미술교습소,20190729,20190729,개원,        ,99991231,35,7,예능(대),예능(중),미술1(일60분*주3회*4.2주),미술,"미술1(일60분*주3회*4.2주):100000, 미술2(일90분*주3회*4.2주):120000, 미술3(일120분*주2회*4.2주):140000",Y,N,서울특별시 영등포구 도림로143길 30,", 상가동 106호 (문래동4가, 문래동삼환아파트)",7287,00-000-0000,20250622,37.5135197837425,126.889910150286,rdnma
B10,서울특별시교육청,영등포구,교습소,3000042891,안젤로더타임즈영어교습소,20221216,20221216,개원,        ,99991231,15,5,입시.검정 및 보습,보통교과,초등영어(일60분*주5회*4.2주),보습,"초등영어(일60분*주5회*4.2주):189000, 중등영어(일60분*주5회*4.2주):189000, 고등영어(일60분*주5회*4.2주):189000",Y,N,서울특별시 영등포구 양산로7길 3,", 208호 일부 (양평동3가, 양평동 우림보보카운티 오피스텔)",7270,02-000-0000,20241006,37.5258156794269,126.887144078858,rdnma
B10,서울특별시교육청,영등포구,교습소,3000053859,양평역일등수학교습소,20251230,20251230,개원,        ,        ,0,7,입시.검정 및 보습,,,, ,Y, ,서울특별시 영등포구 선유서로32길 21,", 1층 일부(양평동3가)",7271,,20260201,37.5261664114101,126.888824535101,rdnma
B10,서울특별시교육청,영등포구,교습소,3000052595,양평자이한우리독서토론논술교습소,20250526,20250526,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,서울특별시 영등포구 영등포로11길 16,2층(양평동1가),7272,,20250601,37.5240369893831,126.888257767074,rdnma
B10,서울특별시교육청,영등포구,교습소,3000027084,양평한신한우리논술교습소,20160920,20160920,개원,        ,99991231,13,3,입시.검정 및 보습,보통교과,초등논술(일141분*주1회*4.2주),보습·논술,"초등논술(일141분*주1회*4.2주):130000, 초등심화논술(일168분*주1회*4.2주):155000, 중등논술(일195분*주1회*4.2주):180000, 고등논술(일271분*주1회*4.2주):250000, 초등심화논술(일180분*주1회*4.2주):165000",Y,N,서울특별시 영등포구 양평로24길 9,", 107동 상가 1-30호 (양평동5가, 양평동한신아파트)",7204,02-2636-4911,20231018,37.5402803267019,126.891745831623,rdnma
B10,서울특별시교육청,영등포구,교습소,3000038663,어반드로우(urban draw)미술교습소,20210322,20210322,개원,        ,99991231,18,6,예능(대),예능(중),미술 일반(일240분*주1회*4.2주),미술,"미술 일반(일240분*주1회*4.2주):130000, 미술 일반(일240분*주2회*4.2주):230000, 미술 일반(일240분*주3회*4.2주):330000",Y,N,서울특별시 영등포구 여의대방로 386,", 213호 (여의도동, 진주상가)",7343,02-000-0000,20231018,37.5188979456571,126.931943269754,rdnma
B10,서울특별시교육청,영등포구,교습소,3000012187,에밀리영어교습소,20111004,20111004,개원,        ,99991231,16,4,입시.검정 및 보습,보통교과,,보습,"영어1(80분*주1회):50000, 초등영어2(70분*주2회):90000, 초등영어3(70분*주3회):130000, 초등영어1 (일71분*주1회*4.2주):55000, 초등영어2 (일80분*주2회*4.2주):125000, 초등영어3 (일71분*주3회*4.2주):165000, 초등영어4 (일71분*주4회*4.2주):220000",Y,N,서울특별시 영등포구 영중로 145,", 209호 (영등포동8가, 영등포삼환아파트상가동)",7227,00-000-0000,20231018,37.5299598453919,126.905079994793,rdnma
B10,서울특별시교육청,영등포구,교습소,3000044323,에이블영어교습소,20230724,20230724,개원,        ,        ,0,7,입시.검정 및 보습,,영어(초등)1(일70분*주4회*4.2주),,"영어(초등)1(일70분*주4회*4.2주):219000, 영어(초등)2(일65분*주5회*4.2주):250000, 영어(초등)3(일75분*주3회*4.2주):170000, 영어(초등)4(일80분*주2회*4.2주):125000, 영어(중등)1((일135분*주2회+일60분*주1회)*4.2주):280000, 영어(중등)2(일150분*주2회*4.2주):250000, 영어(고등)1(일120분*주3회*4.2주):320000, 영어(고등)2(일165분*주2회*4.2주):300000, 영어(초등특강)1(일60분*주2회*3주):67000, 영어(초등특강)2(일60분*주3회*3주):100000, 영어(초등특강)3(일60분*주2회*4주):89000, 영어(초등특강)4(일60분*주3회*4주):130000, 영어(중등특강)1(일90분*주2회*3주):100000, 영어(중등특강)2(일90분*주3회*3주):160000, 영어(중등특강)3(일90분*주2회*4주):140000, 영어(중등특강)4(일90분*주3회*4주):210000, 영어(고등특강)1(일120분*주2회*3주):150000, 영어(고등특강)2(일120분*주3회*3주):230000",Y, ,서울특별시 영등포구 대림로8길 17,106호(대림동),7438,02-000-0000,20231018,37.4911959332465,126.905631015426,rdnma
B10,서울특별시교육청,영등포구,교습소,3000052862,에이스사고력수학교습소,20250714,20250714,개원,        ,        ,0,8,입시.검정 및 보습,보통교과,교구 수학1(일60분*주3회*4.2주),보습,"교구 수학1(일60분*주3회*4.2주):130000, 교구 수학2(일60분*주4회*4.2주):165000, 교구 수학3(일75분*주4회*4.2주):200000, 교구 수학4(일80분*주4회*4.2주):250000, 기초 연산(일60분*주2회*4.2주):80000, 연산+교과 수학(일70분*주3회*4.2주):150000, 방학 특강1(일50분*주3회*4.2주):80000, 방학 특강2(일50분*주3회*4.2주):100000, 방학 특강3(일50분*주4회*4.2주):150000, 방학 특강4(일80분*주3회*4.2주):180000",Y, ,서울특별시 영등포구 선유로13길 25,", 109호 (문래동6가, 에이스 하이테크시티2 지식산업센터)",7282,,20260301,37.5189822790873,126.886278723171,rdnma
B10,서울특별시교육청,영등포구,교습소,3000020619,에이아이(AI)과학교습소,20140716,20140716,개원,        ,99991231,21,7,입시.검정 및 보습,보통교과,초등과학(일210분*주1회*4.2주),보습,"초등과학(일210분*주1회*4.2주):160000, 중등과학(일285분*주1회*4.2주):240000, 고등과학1(일310분*주1회*4.2주):280000, 고등과학2(일330분*주1회*4.2주):300000, 고등과학3(일350분*주1회*4.2주):320000",Y,N,서울특별시 영등포구 당산로44길 3,", 302호 일부 (당산동5가,삼성타운)",7214,02-2068-0077,20250309,37.5319143458605,126.901077532801,rdnma
B10,서울특별시교육청,영등포구,교습소,3000034672,에이앤오(A&O)스공법독서교습소,20190624,20190624,개원,        ,99991231,21,7,기타(대),기타(중),,기타(소), ,Y,N,서울특별시 영등포구 여의대방로 376,", 나라키움여의도빌딩 3층 308호 (여의도동)",7342,02-816-9963,20231018,37.5181886056247,126.931354574177,rdnma
B10,서울특별시교육청,영등포구,교습소,3000035074,에이엔오(A&O)스공법인의독서교습소,20190823,20190823,개원,        ,99991231,28,7,기타(대),기타(중),,기타(소), ,Y,N,서울특별시 영등포구 여의대방로 376,", 나라키움여의도빌딩 310호 (여의도동)",7342,00-000-0000,20231018,37.5181886056247,126.931354574177,rdnma
B10,서울특별시교육청,영등포구,교습소,3000025249,에이플랜국어교습소,20160112,20160112,개원,        ,99991231,8,4,입시.검정 및 보습,보통교과,,보습, ,Y,N,서울특별시 영등포구 국제금융로 78,", 912호 A (여의도동)",7333,00-000-0000,20231018,37.5208724804701,126.931298156696,rdnma
B10,서울특별시교육청,영등포구,교습소,3000027637,에임하이영어교습소,20161202,20161202,개원,        ,99991231,12,5,입시.검정 및 보습,보통교과,중등영어1(일200분*주2회*4.2주),보습,"중등영어1(일200분*주2회*4.2주):340000, 중등영어2(일240분*주2회*4.2주):390000, 고등영어1(일190분*주2회*4.2주):340000, 고등영어2(일220분*주2회*4.2주):390000",Y,N,서울특별시 영등포구 당산로44길 3,", 611호 일부 (당산동5가,삼성타운)",7214,00-000-0000,20240225,37.5319143458605,126.901077532801,rdnma
B10,서울특별시교육청,영등포구,교습소,3000043406,엔탑과학교습소,20230303,20230303,개원,        ,99991231,16,8,입시.검정 및 보습,보통교과,과학(중등속성)(일111분*주2회*4.2주),보습,"과학(중등속성)(일111분*주2회*4.2주):188000, 과학(하이퍼)(일115분*주2회*4.2주):180000, 과학(통합과학)(일241분*주1회*4.2주):220000, 과학(중등내식)(일221분*주1회*4.2주):188000, 과학(고등내신)(일135분*주2회*4.2주):240000, 과학(고등하프)(일160분*주1회*4.2주):140000, 과학(중등하프)(일150분*주1회*4.2주):94000, 과학(물화생지)(일140분*주2회*4.2주):256000",Y,N,서울특별시 영등포구 문래로 77,", 102호 (문래동3가, 문래동대동오피스텔)",7294,02-000-0000,20251109,37.5199112120531,126.89056986319,rdnma
B10,서울특별시교육청,영등포구,교습소,26420,엘린음악교습소,20091118,20091117,개원,        ,99991231,15,3,예능(대),예능(중),,음악,"피아노(일60분*월12회):140000, 우쿨렐레(일60분*월4회):40000, 칼림바(일90분*1회*1개월):20000, 리듬악기(일90분*4회*1개월):40000, 피아노입시1(일60분*주3회*4주):140000, 피아노입시2(일60분*주3회*4주):150000, 우쿨렐레실용1(일60분*주1회*4주):40000, 우쿨렐레실용2(일60분*주1회*4주):60000, 칼림바실용1(일90분*주1회*1주):20000",Y,N,서울특별시 영등포구 양평로24길9,한신아파트상가 106동 9호,150751,00-000-0000,20231029,37.5402803267019,126.891745831623,rdnma
B10,서울특별시교육청,영등포구,교습소,3000048134,엠퍼스트수학교습소,20231107,20231107,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,서울특별시 영등포구 영중로 154,"상가동 104호(영등포동8가,당산 푸르지오)",7226,02-2634-1031,20231113,37.5311883385355,126.906066799795,rdnma
B10,서울특별시교육청,영등포구,교습소,3000038620,엡실론수학교습소,20210315,20210315,개원,        ,99991231,56,4,입시.검정 및 보습,보통교과,수학(초등)(일120분*주3회*4.2주),보습,"수학(초등)(일120분*주3회*4.2주):250000, 수학(중등)(일150분*주3회*4.2주):300000, 수학(고등A)(일180분*주3회*4.2주):350000, 수학(고등B)(일180분*주3회*4.2주):400000",Y,N,서울특별시 영등포구 당산로44길 3,", 312호 일부 (당산동5가, 삼성타운)",7214,02-000-0000,20241215,37.5319143458605,126.901077532801,rdnma
B10,서울특별시교육청,영등포구,교습소,13843,여우별미술교습소,20060529,20060529,개원,        ,99991231,12,9,예능(대),예능(중),미술1(일60분*주1회*4.2주),미술,"미술1(일60분*주1회*4.2주):35000, 미술2(일70분*주2회*4.2주):85000",Y,N,서울특별시 영등포구 도림로113길 11, 부림타운 가동 102호,152872,02-832-3095,20240317,37.5087035632522,126.89846676999,rdnma
B10,서울특별시교육청,영등포구,교습소,3000021555,여의도오케이미술교습소,20200512,20141103,개원,        ,99991231,72,9,예능(대),예능(중),,미술,"미술일반(일130분*주2회*4.2주):170000, 미술일반(일180분*주2회*4.2주):230000, 미술입시(일180분*주2회*4.2주):250000, 미술(일120분*주2회):130000, 미술2(일120분*주2회):100000, 미술3(일120분*주2회):120000, 미술4(일120분*주3회*4.2주):150000, 미술5(일120분*주5회*4.2주):200000, 미술(일반) (일130분*주2회*4.2주):170000, 미술(일반) (일180분*주2회*4.2주):230000, 미술(입시) (일180분*주2회*4.2주):250000",Y,N,서울특별시 영등포구 국제금융로 112,", 401호 (여의도동, 상아빌딩)",7343,02-782-8188,20251102,37.5183968410658,126.933905858565,rdnma
B10,서울특별시교육청,영등포구,교습소,3000018542,여의도음악교습소,20131111,20131111,개원,        ,99991231,6,3,예능(대),예능(중),실용음악 기타(일50분*주3회*4.2주),음악,"실용음악 기타(일50분*주3회*4.2주):160000, 실용음악 드럼(일50분*주3회*4.2주):160000",Y,N,서울특별시 영등포구 국제금융로 112,", 상아빌딩 605호 (여의도동)",150895,02-821-9802,20240331,37.5183968410658,126.933905858565,rdnma
B10,서울특별시교육청,영등포구,교습소,29639,열정영어교습소,20100823,20100819,개원,        ,99991231,18,6,입시.검정 및 보습,보통교과,"초등(저)영어(일70분,주3회)",보습,"초등(저)영어(일70분,주3회):130000, 초등(고)영어(일80분*주3회*4.2주):150000, 중등영어(일90분*주3회*4.2주):180000",Y,N,서울특별시 영등포구 디지털로69길 12 ,대림2차한신아파트상가 201호 일부,150818,02-842-9709,20231018,37.4951962024245,126.904595236741,rdnma
B10,서울특별시교육청,영등포구,교습소,3000038964,영등포신대림한우리독서토론논술교습소,20210503,20210503,개원,        ,99991231,36,9,입시.검정 및 보습,보통교과,초등정규 독서논술(일160분*주1회*4.2주),보습·논술, ,Y,N,서울특별시 영등포구 디지털로77길 3-1,", 2층 일부 (대림동)",7428,02-835-4519,20231018,37.4954627073887,126.906381265752,rdnma
B10,서울특별시교육청,영등포구,교습소,3000043393,영등포영원한우리독서토론논술교습소,20230227,20230227,개원,        ,99991231,36,9,입시.검정 및 보습,보통교과,,보습·논술, ,Y,N,서울특별시 영등포구 도영로22길 38,", 303호 (영등포동)",7369,02-832-8782,20231018,37.5102033849059,126.90342088512,rdnma
B10,서울특별시교육청,영등포구,교습소,3000048363,영등포푸르지오점링키영어교습소,20231204,20231204,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,초등A(일110분*주2회*4.2주),보습,"초등A(일110분*주2회*4.2주):170000, 초등B(일100분*주3회*4.2주):220000, 초등C(일110분*주3회*4.2주):240000, 초등A, 형제할인(일110분*주2회*4.2주):165000, 초등B, 형제할인(일100분*주3회*4.2주):215000, 초등C, 형제할인(일110분*주3회*4.2주):235000, 초등D(일120분*주5회*4.2주):295000",Y, ,서울특별시 영등포구 도영로22길 38,302호(영등포동),7369,02-000-0000,20250330,37.5102033849059,126.90342088512,rdnma
B10,서울특별시교육청,영등포구,교습소,28354,영림수학교습소,20100420,20100419,개원,        ,99991231,14,5,입시.검정 및 보습,보통교과,"초등수학일반1(일90분,주5회)",보습,"초등수학일반1(일90분,주5회):140000, 중등수학일반2(일120분,주5회):300000, 고등수학일반3(일120분,주5회):350000",Y,N,서울특별시 영등포구 가마산로71길 5 ,3층 일부,150841,02-843-3302,20231029,37.5064703534619,126.909228595479,rdnma
B10,서울특별시교육청,영등포구,교습소,5300,영림피아노교습소,20040623,20040623,개원,        ,99991231,15,5,예능(대),예능(중),피아노(일60분*주5회*4.2주),음악,"피아노(일60분*주5회*4.2주):170000, 피아노고급(일60분*주5회*4.2주):180000",Y,N,서울특별시 영등포구 도림천로21길 34,", 2층 일부 (대림동)",7445,02-831-1210,20260201,37.488302379141,126.903219099575,rdnma
B10,서울특별시교육청,영등포구,교습소,3000039158,영어나무문래영어교습소,20210607,20210607,개원,        ,99991231,54,9,입시.검정 및 보습,보통교과,초등영어A(일90분*주2회*4.2주),보습,"초등영어A(일90분*주2회*4.2주):140000, 초등영어B(일70분*주3회*4.2주):160000, 초등영어C(일60분*주4회*4.2주):180000, 초등영어D(일60분*주5회*4.2주):200000, 초등영어마스터반(일150분*주2회*4.2주):230000, 중등영어(일160분*주2회*4.2주):270000, 고등영어(일220분*주2회*4.2주):400000",Y,N,서울특별시 영등포구 선유로9나길 12,", 상가동 204호 (문래동5가, 문래 두산위브)",7285,,20250209,37.5165701607515,126.886140198604,rdnma
B10,서울특별시교육청,영등포구,교습소,3000050168,영재들의미술상자대림현대미술교습소,20240404,20240404,개원,        ,        ,0,8,예능(대),예능(중),중급(일98분*주2회*4.2주),미술,"중급(일98분*주2회*4.2주):130000, 고급A(일100분*주3회*4주):180000, 고급B(일145분*주2회*4주):180000, 미술 일반(일212분*주1회*4.2주):140000, 미술 고급(일170분*주2회*4.2주):200000",Y, ,서울특별시 영등포구 도신로4길 17,"3층 일부(대림동, 용현빌딩)",7377,,20250810,37.5021060502145,126.896192361946,rdnma
B10,서울특별시교육청,영등포구,교습소,25681,영재바둑교습소,20090930,20090929,개원,        ,99991231,24,6,기타(대),기타(중),바둑초중급(50분씩주5회),바둑,"바둑초중급(50분씩주5회):130000, 바둑고급(80분씩주5회):160000, 바둑초중급(50분씩주3회):110000, 바둑초중급(60분씩주2회):90000",Y,N,서울특별시 영등포구 여의대방로5길 6,우창아파트 우창상가 2층,150860,02-833-7237,20231018,37.4969769736824,126.912418568162,rdnma
B10,서울특별시교육청,영등포구,교습소,7696,예미술교습소,20050107,20050107,개원,        ,99991231,27,9,예능(대),예능(중),1회반(일165분*주1회*4.2주),미술,"1회반(일165분*주1회*4.2주):90000, 2회반(일155분*주2회*4.2주):110000, 3회반(일80분*주3회*4.2주):130000",Y,N,서울특별시 영등포구 버드나루로20길 6,", 2층 일부 (당산동)",7225,02-2633-2533,20231018,37.5287222423775,126.90852091727,rdnma
B10,서울특별시교육청,영등포구,교습소,3000039960,예봄피아노음악교습소,20211014,20211014,개원,        ,99991231,56,8,예능(대),예능(중),피아노기초a(일60분*주5회*4.2주),음악, ,Y,N,서울특별시 영등포구 신길로 29,", 105동 101호 일부 (대림동, e편한세상 영등포 아델포레)",7440,02-000-0000,20231018,37.4945138274401,126.906116482951,rdnma
B10,서울특별시교육청,영등포구,교습소,14488,예아림미술교습소,20060809,20060809,개원,        ,99991231,56,8,예능(대),예능(중),일반1(60분*주5회),미술, ,Y,N,서울특별시 영등포구 경인로77길 21,", 2층 202호 (문래동2가, 남성맨션아파트)",7289,02-2672-8208,20231018,37.5128158991788,126.891249714921,rdnma
B10,서울특별시교육청,영등포구,교습소,3000029024,예음피아노교습소,20170511,20170511,개원,        ,99991231,20,5,예능(대),예능(중),바이엘(일60분*주5회*4.2주),음악,"바이엘(일60분*주5회*4.2주):140000, 체르니100(일60분*주5회*4.2주):150000, 체르니30(일60분*주5회*4.2주):160000, 체르니40(일60분*주4회*4.2주):150000",Y,N,서울특별시 영등포구 도신로 70,", 301호,302호 (신길동,신길1차우성상가)",7380,02-832-7108,20240616,37.5059858209715,126.90042852695,rdnma
B10,서울특별시교육청,영등포구,교습소,3000040336,예음피아노음악교습소,20211130,20211130,개원,        ,99991231,20,9,예능(대),예능(중),,음악,"초급(일60분*주5회*4.2주):130000, 중급(일60분*주5회*4.2주):150000, 고급(일60분*주5회*4.2주):160000, 피아노 기초 (일80분*주3회*4.2주):150000, 피아노 초급 (일85분*주3회*4.2주):160000, 피아노 중급 (일90분*주3회*4.2주):170000, 피아노 고급 (일100분*주3회*4.2주):180000",Y,N,서울특별시 영등포구 신길로29길 17,", 상가에이동 107호 (신길동, 신길센트럴자이아파트)",7397,02-000-0000,20231018,37.5037202920866,126.908277627757,rdnma
B10,서울특별시교육청,영등포구,교습소,3000016248,예인미술교습소,20130128,20130128,개원,        ,99991231,18,9,예능(대),예능(중),,미술, ,Y,N,서울특별시 영등포구 선유로9나길 12,", 두산위브아파트 상가 202호 일부 (문래동5가,문래 두산위브)",150095,00-000-0000,20250126,37.5165701607515,126.886140198604,rdnma
B10,서울특별시교육청,영등포구,교습소,3000028984,예종미술교습소,20170504,20170504,개원,        ,99991231,24,8,예능(대),예능(중),미술A(일70분*주1회*4.2주),미술,"미술A(일70분*주1회*4.2주):45000, 미술B(일100분*주1회*4.2주):65000, 미술C(일65분*주2회*4.2주):85000, 미술D(일75분*주2회*4.2주):95000, 미술E(일70분*주3회*4.2주):135000, 미술F(일80분*주3회*4.2주):155000, 미술G(일90분*주3회*4.2주):175000, 미술H(일100분*주3회*4.2주):195000",Y,N,서울특별시 영등포구 도영로 66,", 206호(영등포아트자이아파트 상가동) (도림동, 영등포아트자이아파트)",7364,02-832-1471,20250914,37.5103949442095,126.900176553265,rdnma
B10,서울특별시교육청,영등포구,교습소,12794,예지원음악교습소,19960731,19960731,개원,        ,99991231,18,9,예능(대),예능(중),피아노1(일70분*주3회*4.2주),음악,"피아노1(일70분*주3회*4.2주):130000, 피아노2(일80분*주3회*4.2주):150000, 피아노3(일90분*주3회*4.2주):170000, 리코더1(일70분*주1회*4주):40000, 리코더2(일40분*주1회*4주):20000",Y,N,서울특별시 영등포구 양평로24길 9,", 108동상가 102호 (양평동5가, 양평동한신아파트)",7204,02-2676-4481,20250223,37.5402803267019,126.891745831623,rdnma
B10,서울특별시교육청,영등포구,교습소,3000033929,오감수학교습소,20190311,20190311,개원,        ,99991231,12,4,입시.검정 및 보습,보통교과,,보습,"초등수학(일120분*주3회*4.2주):280000, 중등수학(일150분*주3회*4.2주):380000, 고등수학(일150분*주3회*4.2주):400000, 고등수학(일240분*주2회*4.2주):400000, 중등수학3(일165분*주3회*4.2주):380000",Y,N,서울특별시 영등포구 국제금융로 78,", 913호 (여의도동, 홍우빌딩)",7333,02-783-5617,20231231,37.5208724804701,126.931298156696,rdnma
B10,서울특별시교육청,영등포구,교습소,3000051237,오름수학교습소,20160129,20160129,개원,        ,99991231,25,7,입시.검정 및 보습,보통교과,초등수학(주3회)(일110분*주3회*4.2주),보습,"초등수학(주3회)(일110분*주3회*4.2주):240000, 초등수학(주2회)(일150분*주2회*4.2주):220000, 중등수학(주3회)(일120분*주3회*4.2주):300000, 중등수학(주2회)(일180분*주2회*4.2주):300000",Y,N,서울특별시 영등포구 여의대방로 25,"201호(신길동,보라매 경남아너스빌 상가)",7437,070-8993-8312,20250112,37.4947116756868,126.90897844388,rdnma
B10,서울특별시교육청,영등포구,교습소,3000053293,오마주액팅클래스연기교습소,20250926,20250926,개원,        ,        ,0,9,기타(대),,,, ,Y, ,서울특별시 영등포구 양산로 133-1,", 2층(당산동3가)",7259,,20251005,37.5239682020173,126.897969261858,rdnma
B10,서울특별시교육청,영등포구,교습소,3000027016,온갖멋진곳미술교습소,20160907,20160907,개원,        ,99991231,24,9,예능(대),예능(중),미술A(일120분*주2회*4.2주),미술,"미술A(일120분*주2회*4.2주):130000, 미술B(일100분*주2회*4.2주):100000, 미술C(일130분*주1회*4.2주):90000, 공예반(일100분*주2회*4.2주):80000",Y,N,서울특별시 영등포구 경인로 763,", 3층 일부 (문래동3가)",7299,00-000-0000,20231018,37.5137354191495,126.898069949404,rdnma
B10,서울특별시교육청,영등포구,교습소,3000040867,올바른영어교습소,20220211,20220211,개원,        ,99991231,24,6,입시.검정 및 보습,보통교과,영어(초등1)(일90분*주3회*4.2주),보습,"영어(초등1)(일90분*주3회*4.2주):212058, 영어(초등2)(일100분*주3회*4.2주):235620, 영어(중등1)(일100분*주3회*4.2주):255780, 영어(중등2)(일135분*주3회*4.2주):345303, 영어(고등)(일110분*주3회*4.2주):300200",Y,N,서울특별시 영등포구 여의대방로 25,", 상가동 202호 (신길동, 보라매 경남아너스빌)",7437,02-000-0000,20231018,37.4947116756868,126.90897844388,rdnma
B10,서울특별시교육청,영등포구,교습소,3000036937,와이비엠(YBM)잉글루신길뉴타운영어교습소,20200526,20200526,개원,        ,99991231,36,9,입시.검정 및 보습,보통교과,,보습, ,Y,N,서울특별시 영등포구 도림로 280,", 3층 (신길동)",7397,00-000-0000,20231018,37.5029405804778,126.904213869543,rdnma
B10,서울특별시교육청,영등포구,교습소,7283,우성수학교습소,20041207,20041207,개원,        ,99991231,9,3,입시.검정 및 보습,보통교과,"초등수학(일90분,주5회)",보습, ,Y,N,서울특별시 영등포구 영등포로64길 8,  2층 ,152858,02-842-9470,20231029,37.5146985679608,126.916649621137,rdnma
B10,서울특별시교육청,영등포구,교습소,3000050493,원아트(ONEART)미술교습소,20240530,20240530,개원,        ,        ,0,6,예능(대),예능(중),창의미술1(일110분*주2회*4.2주),미술,"창의미술1(일110분*주2회*4.2주):140000, 창의미술2(일100분*주3회*4.2주):180000, 드로잉아트1(일120분*주2회*4.2주):140000, 드로잉아트2(일100분*주3회*4.2주):180000, 드로잉아트3(일100분*주4회*4.2주):265000, 아티스트1(일90분*주3회*4.2주):160000, 아티스트2(일90분*주4회*4.2주):200000",Y, ,서울특별시 영등포구 여의대방로35길 23-6,"501호 일부(신길동, 해울파크)",7392,,20260215,37.5014364134974,126.918200943341,rdnma
B10,서울특별시교육청,영등포구,교습소,3000010906,위드글(withgul)독서토론교습소,20110506,20110506,개원,        ,99991231,4,4,입시.검정 및 보습,보통교과,,보습, ,Y,N,서울특별시 영등포구 국제금융로 78 ,홍우빌딩 912호 c호실,150889,02-786-6049,20231018,37.5208724804701,126.931298156696,rdnma
B10,서울특별시교육청,영등포구,교습소,3000051305,유니팝아르떼비미술교습소,20241024,20241024,개원,        ,        ,0,7,예능(대),,,, ,Y, ,서울특별시 영등포구 가마산로79길 37,"B204호(신길동,더샵 파크프레스티지)",7361,,20241215,37.5074534790218,126.916999128646,rdnma
B10,서울특별시교육청,영등포구,교습소,3000052349,윤선생우리집앞영어교실대방초영어교습소,20250409,20250409,개원,        ,        ,0,8,입시.검정 및 보습,,,, ,Y, ,서울특별시 영등포구 여의대방로35길 15,2층 일부(신길동),7392,,20250413,37.5014936049842,126.919084241345,rdnma
B10,서울특별시교육청,영등포구,교습소,25430,은혜음악교습소,20090911,20090910,개원,        ,99991231,28,8,예능(대),예능(중),,음악,"피아노초급반(일60분*주5회*4.2주):120000, 피아노중급반(일60분*주5회*4.2주):130000, 피아노고급반(일60분*주5회*4.2주):140000, 바이올린,플룻,단소,우쿠렐레,첼로,리코더,드럼,오카리나(일50분,주2회):110000, 피아노(일부기초)(일60분*주5회*4.2주):130000, 피아노(초급)(일60분*주5회*4.2주):140000, 피아노(중급)(일60분*주5회*4.2주):150000, 피아노(고급)(일60분*주5회*4.2주):160000, 관현악.입시(플룻,바이올린,첼로)(일50분*주2회*4.2주):120000, 실용음악(드럼)(일50분*주2회*4.2주):120000",Y,N,서울특별시 영등포구 신길로 184,", 1층 일부 (신길동)",7347,02-841-1537,20231029,37.508635986175,126.911094993866,rdnma
B10,서울특별시교육청,영등포구,교습소,8254,음악나라피아노교습소,20050205,20050205,개원,        ,99991231,15,5,예능(대),예능(중),"피아노일반1(일60분,주5회)",음악,"피아노일반1(일60분,주5회):90000, 피아노일반2(일60분,주5회):100000, 피아노일반3(일60분,주5회):110000",Y,N,서울특별시 영등포구 버드나루로20길 6,2층,150040,02-2632-1347,20231018,37.5287222423775,126.90852091727,rdnma
