학교명,도로명주소,학교종류,전화번호,홈페이지,설립구분
서울양천초등학교,서울특별시 강서구 양천로 329,초등학교,02-3663-0006,http://yangcheun.sen.es.kr,공립
서울양화초등학교,서울특별시 양천구 목동중앙북로16길 57,초등학교,02-2646-3510,http://yanghwa.sen.es.kr,공립
서울어울초등학교,서울특별시 은평구 통일로 650,초등학교,02-355-4921,http://,공립
서울언남초등학교,서울특별시 서초구 헌릉로8길 42,초등학교,070-8686-4101,http://eonnam.sen.es.kr,공립
서울언북초등학교,서울특별시 강남구 삼성로135길 42,초등학교,02-514-5981,http://www.eonbuk.es.kr,공립
서울언주초등학교,서울특별시 강남구 남부순환로363길 19,초등학교,02-3462-5285,http://eonju.sen.es.kr/,공립
서울여의도초등학교,서울특별시 영등포구 여의대방로 439,초등학교,02-786-7823,http://yeouido.sen.es.kr,공립
서울여자고등학교,서울특별시 마포구 백범로25길 34,고등학교,02-703-2211,http://seoulgs.sen.hs.kr,공립
서울여자상업고등학교,서울특별시 관악구 관악로 85,고등학교,02-873-3613,http://sys.sen.hs.kr,사립
서울여자중학교,서울특별시 마포구 백범로25길 34,중학교,02-716-5041,https://seoul.sen.ms.kr,공립
서울역삼초등학교,서울특별시 강남구 강남대로66길 21,초등학교,02-563-9168,www.yeoksam.es.kr,공립
서울역촌초등학교,서울특별시 은평구 은평로3길 25,초등학교,02-352-2245,http://yeokchon.sen.es.kr,공립
서울연가초등학교,서울특별시 서대문구 증가로12가길 49-50,초등학교,02-372-3044,http://www.yeonga.es.kr,공립
서울연광초등학교,서울특별시 은평구 연서로35길 37,초등학교,02-353-5141,http://yeonkwang.sen.es.kr,공립
서울연신초등학교,서울특별시 은평구 연서로 347,초등학교,02-387-0373,http://www.yeonsin.es.kr,공립
서울연은초등학교,서울특별시 은평구 백련산로2길 35,초등학교,02-372-6999,http://www.yeoneun.es.kr,공립
서울연지초등학교,서울특별시 노원구 월계로55길 48,초등학교,02-979-8092,http://seoulyeonji.sen.es.kr,공립
서울연천초등학교,서울특별시 은평구 연서로34길 22,초등학교,02-357-3911,http://yc1985.sen.es.kr,공립
서울연촌초등학교,서울특별시 노원구 공릉로58길 36,초등학교,02-972-1676,http://yeonchon.es.kr/,공립
서울연희초등학교,서울특별시 서대문구 연희로 136,초등학교,02-338-9919,http://yeonhui.sen.es.kr,공립
서울염경초등학교,서울특별시 강서구 양천로69길 49,초등학교,02-3662-0773,http://yeomkyoung.sen.es.kr,공립
서울염동초등학교,서울특별시 강서구 양천로73길 17,초등학교,02-3664-1671,http://yeomdong.sen.es.kr,공립
서울염리초등학교,서울특별시 마포구 토정로37길 37,초등학교,02-715-4916,https://yeomri.sen.es.kr,공립
서울염창초등학교,서울특별시 강서구 양천로 646-28,초등학교,02-3664-0492,http://www.yeomchang.es.kr,공립
서울영남초등학교,서울특별시 금천구 문성로 62-15,초등학교,02-861-7147,http://www.seoulyeongnam.es.kr,공립
서울영도초등학교,서울특별시 양천구 목동중앙로 70,초등학교,02-2647-2387,http://youngdo.sen.es.kr,공립
서울영동초등학교,서울특별시 영등포구 국회대로53길 20,초등학교,02-2633-7450,http://www.youngdong.es.kr,공립
서울영등포초등학교,서울특별시 영등포구 경인로 756,초등학교,02-2633-6544,http://www.ydp.es.kr,공립
서울영림초등학교,서울특별시 영등포구 시흥대로173길 14,초등학교,02-834-3181,http://www.younglim.es.kr/,공립
서울영문초등학교,서울특별시 영등포구 문래로 56,초등학교,02-2068-5355,http://www.sym.es.kr,공립
서울영본초등학교,서울특별시 동작구 만양로12가길 69,초등학교,02-815-4371,http://yeongbon.sen.es.kr,공립
서울영상고등학교,서울특별시 양천구 목동로11길 46,고등학교,02-2602-7121,youngsang.hs.kr,사립
서울영서초등학교,서울특별시 구로구 도림로20길 57,초등학교,02-838-5212,www.youngseo.es.kr,공립
서울영신초등학교,서울특별시 영등포구 도신로60길 23,초등학교,02-848-8560,http://youngsin.sen.es.kr,공립
서울영원초등학교,서울특별시 영등포구 도영로 22길 31,초등학교,02-835-9472,www.syw.es.kr,공립
서울영일초등학교,서울특별시 구로구 남부순환로105길 218,초등학교,02-861-0426,http://www.syoungil.es.kr,공립
서울영중초등학교,서울특별시 영등포구 양산로 185,초등학교,02-2633-9428,http://youngjoong.sen.es.kr,공립
서울영풍초등학교,서울특별시 송파구 오금로57길 15,초등학교,02-407-2252,http://www.youngpung.es.kr,공립
서울영화초등학교,서울특별시 동작구 등용로8길 3,초등학교,02-824-6051,http://younghwa.sen.es.kr,공립
서울영희초등학교,서울특별시 강남구 일원로 21,초등학교,02-2226-6016,http://www.younghee.es.kr,공립
서울예술고등학교,서울특별시 종로구 평창문화로 70,고등학교,02-2287-0500,http://yego.or.kr,사립
서울오금초등학교,서울특별시 송파구 위례성대로22길 11,초등학교,02-449-9902,http://www.ogum.es.kr,공립
서울오류남초등학교,서울특별시 구로구 서해안로24길 22,초등학교,02-2681-8466,http://oryunam.sen.es.kr,공립
서울오류초등학교,서울특별시 구로구 경인로19길 39,초등학교,02-2612-6412,http://www.oryu.es.kr,공립
서울오륜초등학교,서울특별시 송파구 양재대로 1196,초등학교,02-403-8823,http://www.oryun.es.kr,공립
서울오봉초등학교,서울특별시 도봉구 시루봉로 285,초등학교,02-3492-8613,https://obong.sen.es.kr,공립
서울오정초등학교,서울특별시 구로구 경인로2길 10,초등학교,02-2686-3165,http://www.ojung.es.kr/,공립
서울오현초등학교,서울특별시 강북구 월계로 221,초등학교,02-987-0419,http://ohhyun.sen.es.kr,공립
서울옥수초등학교,서울특별시 성동구 금호로1길 25,초등학교,02-2297-8623,http://www.oksu.es.kr,공립
서울옥정초등학교,서울특별시 성동구 한림말길 43,초등학교,02-2297-0148,http://www.okjeong.es.kr,공립
서울온곡초등학교,서울특별시 노원구 한글비석로52길 59,초등학교,02-937-7136,www.ongok.es.kr,공립
서울온라인학교,서울특별시 성동구 왕십리로 199,각종학교(고),02-399-9786,http://,공립
서울온수초등학교,서울특별시 구로구 부일로 893,초등학교,02-2684-4902,http://onsu.es.kr,공립
서울왕북초등학교,서울특별시 강남구 광평로31길 74,초등학교,02-451-5073,http://www.wangbuk.es.kr,공립
서울외국어고등학교,서울특별시 도봉구 덕릉로66길 22,고등학교,1670-1005,http://sfl.sen.hs.kr,사립
서울외국인학교,서울특별시 서대문구 연희로22길 39,외국인학교,330-3100,http://www.seoulforeign.org,사립
서울용강초등학교,서울특별시 마포구 백범로17길 9,초등학교,02-715-1749,http://www.yonggang.es.kr,공립
서울용곡초등학교,서울특별시 광진구 용마산로22길 82,초등학교,02-457-7225,yonggok.es.kr,공립
서울용답초등학교,서울특별시 성동구 용답25길 1,초등학교,02-2245-2717,http://www.yd.es.kr,공립
서울용동초등학교,서울특별시 노원구 한글비석로1길 81-11,초등학교,02-949-0025,http://www.yongdong.es.kr,공립
서울용두초등학교,서울특별시 동대문구 천호대로13길 43,초등학교,02-927-4892,http://www.yongdu.es.kr,공립
서울용마초등학교,서울특별시 광진구 천호대로113길 10,초등학교,02-3436-4012,http://www.ymc.es.kr,공립
서울용산국제학교,서울특별시 용산구 이태원로 285,외국인학교,02-797-5104,http://www.yisseoul.org,사립
서울용산초등학교,서울 용산구 한강대로57길 33,초등학교,02-795-0782,http://www.sys.es.kr,공립
서울용암초등학교,서울특별시 용산구 녹사평대로60길 39,초등학교,02-796-2167,www.yongamcho.seoul.kr,공립
서울용원초등학교,서울특별시 노원구 섬밭로 144,초등학교,02-948-5302,www.yong1.es.kr,공립
서울우면초등학교,서울특별시 서초구 태봉로,초등학교,02-2057-1671,http://woomyeon.es.kr,공립
서울우솔초등학교,서울특별시 서초구 양재대로2길 74,초등학교,02-3463-9069,http://woosol.sen.es.kr,공립
서울우신초등학교,서울특별시 영등포구 신길로 190,초등학교,02-834-2258,http://www.usin.es.kr,공립
서울우암초등학교,서울특별시 서초구 바우뫼로7길 38,초등학교,02-529-3256,http://wooam.sen.es.kr,공립
서울우이초등학교,서울특별시 강북구 삼양로99길 36,초등학교,02-991-8722,http://wooi.sen.es.kr,공립
서울우장초등학교,서울특별시 강서구 화곡로 263,초등학교,02-2603-9989,http://ujang.sen.es.kr,공립
서울원광초등학교,서울특별시 노원구 덕릉로76길 18,초등학교,02-951-3358,http://www.wonkwang.es.kr,공립
서울원당초등학교,서울특별시 관악구 봉천로 505,초등학교,02-877-4940,http://www.wondang.es.kr,공립
서울원명초등학교,서울특별시 서초구 고무래로 90-6,초등학교,02-593-4492,http://www.wonmyong.es.kr,공립
서울원묵초등학교,서울특별시 중랑구 숙선옹주로 109,초등학교,02-3421-2100,http://www.wonmuk.es.kr,공립
서울원신초등학교,서울특별시 관악구 광신길 177,초등학교,02-888-1813,http://www.wonshin.es.kr/,공립
서울원촌초등학교,서울특별시 서초구 사평대로45길 26,초등학교,02-536-0816,http://www.wonchon.es.kr,공립
서울원효초등학교,서울특별시 용산구 효창원로13길 38,초등학교,02-716-4424,http://www.wonhyo.es.kr,공립
서울월계초등학교,서울특별시 노원구 월계로45가길 10,초등학교,02-999-2381,www.i-wolgye.es.kr,공립
서울월곡초등학교,서울특별시 성북구 장월로3길 42,초등학교,02-941-1761,http://www.swg.es.kr,공립
서울월정초등학교,서울특별시 강서구 월정로 176,초등학교,02-2694-2006,http://woljung.sen.es.kr,공립
서울월천초등학교,서울특별시 도봉구 노해로70길 96,초등학교,02-993-9448,http://wol.sen.es.kr,공립
서울월촌초등학교,서울특별시 양천구 목동중앙로 132,초등학교,02-2647-3666,http://swc.sen.es.kr,공립
서울웹툰애니메이션고등학교,서울특별시 서초구 과천대로 852-23,고등학교,02-6011-4100,https://swas.sen.hs.kr,공립
서울위례별초등학교,서울특별시 송파구 위례광장로 243,초등학교,02-409-2112,http://westar.sen.es.kr,공립
서울위례솔초등학교,서울특별시 송파구 위례북로2길 12,초등학교,02-6922-8800,https://wiryesol.sen.es.kr,공립
서울위례초등학교,서울특별시 강동구 명일로 23,초등학교,02-474-4998,http://wirye.sen.es.kr,공립
서울유현초등학교,서울특별시 강북구 인수봉로37길 24,초등학교,02-985-3121,http://youhyeon.sen.es.kr,공립
서울윤중초등학교,서울특별시 영등포구 여의나루로2길 14,초등학교,02-782-2042,http://www.yunjung.es.kr,공립
서울율현초등학교,서울특별시 강남구 밤고개로21길 15,초등학교,02-3413-8804,http://www.yulhyeon.es.kr,공립
서울은로초등학교,서울특별시 동작구 서달로 115,초등학교,02-824-0309,http://eunlo.es.kr,공립
서울은명초등학교,서울특별시 은평구 은평로4길 21-9,초등학교,02-359-9517,http://www.em.es.kr,공립
서울은빛초등학교,서울특별시 은평구 진관3로 73-17,초등학교,02-388-4923,http://www.ev.es.kr,공립
서울은정초등학교,서울특별시 양천구 목동남로 85,초등학교,02-2645-6871,http://eunjung.sen.es.kr,공립
서울은진초등학교,서울특별시 은평구 진관1로 21-20,초등학교,02-351-3561,http://www.eunjin.es.kr,공립
서울은천초등학교,서울특별시 관악구 은천로 69,초등학교,02-883-6321,http://www.euncheon.es.kr,공립
서울은평초등학교,서울특별시 은평구 은평로 239,초등학교,02-355-2578,http://www.eunpyeong.es.kr,공립
서울을지초등학교,서울특별시 노원구 중계로 239,초등학교,02-2092-2499,http://eulji.es.kr,공립
서울응봉초등학교,서울특별시 성동구 독서당로62길 28,초등학교,02-2281-0816,http://eb.sen.es.kr,공립
서울응암초등학교,서울특별시 은평구 가좌로6길 20,초등학교,02-309-5555,http://www.eungam.es.kr/,공립
서울의료보건고등학교,서울특별시 중구 만리재로37길 30,고등학교,02-392-6666,http://smh.sen.hs.kr,사립
서울이문초등학교,서울특별시 동대문구 신이문로 16,초등학교,02-957-8141,http://www.imun.es.kr,공립
서울이수초등학교,서울특별시 서초구 방배천로4길 23,초등학교,02-521-5282,www.seoulisu.es.kr,공립
서울이태원초등학교,서울특별시 용산구 녹사평대로40길 19,초등학교,02-795-2809,itaewon.es.kr,공립
서울인공지능고등학교,서울특별시 송파구 양산로 21,고등학교,02-6711-0508/0595,https://seoulai.sen.hs.kr,공립
서울인수초등학교,서울특별시 강북구 인수봉로 269,초등학교,02-902-2003,http://www.insu.es.kr,공립
서울인왕초등학교,서울특별시 서대문구 세무서길 33-9,초등학교,02-395-4094,http://www.inwang.es.kr,공립
서울인헌초등학교,서울특별시 관악구 낙성대로 23,초등학교,02-872-8101,http://www.inhun.es.kr,공립
서울일본인학교,서울특별시 마포구 월드컵북로62길 11,외국인학교,02-308-2010,http://www.sjs.or.kr/,사립
서울일신초등학교,서울특별시 성북구 월곡로 74,초등학교,02-909-2893,http://www.ilshin.es.kr,공립
서울일원초등학교,서울특별시 강남구 영동대로4길 20,초등학교,02-445-8815,www.ilwon.es.kr,공립
서울자곡초등학교,서울특별시 강남구 자곡로 150,초등학교,02-3413-8700,http://www.jagok.es.kr,공립
서울자양초등학교,서울특별시 광진구 아차산로44길 26,초등학교,02-457-1468,http://jayang.sen.es.kr/,공립
서울자운초등학교,서울특별시 도봉구 마들로13길 166,초등학교,02-908-0385,http://www.jawoon.es.kr,공립
서울잠동초등학교,서울특별시 송파구 올림픽로35길 122,초등학교,02-419-5464,http://www.jamdong.sen.es.kr,공립
서울잠신초등학교,서울특별시 송파구 잠실로 32,초등학교,02-412-3286,http://jamshin.sen.es.kr,공립
서울잠실초등학교,서울특별시 송파구 올림픽로35길 20,초등학교,0234323571,http://www.jamsil.es.kr,공립
서울잠원초등학교,서울특별시 서초구 신반포로16길 15-25,초등학교,02-599-4262,http://www.jamwon.es.kr,공립
서울잠일초등학교,서울특별시 송파구 올림픽로 95,초등학교,02-413-2853,http://jamil.sen.es.kr,공립
서울잠전초등학교,서울특별시 송파구 올림픽로12길 51,초등학교,02-423-5625,http://jamjeon.es.kr,공립
서울잠현초등학교,서울특별시 송파구 올림픽로37길 109,초등학교,02-415-8105,http://jamhyun.es.kr,공립
서울장곡초등학교,서울특별시 성북구 장월로23길 16,초등학교,02-918-8494,http://janggok.sen.es.kr,공립
서울장수초등학교,서울특별시 양천구 신정로13가길 30,초등학교,02-6090-9800,www.jangsoo.es.kr,공립
서울장안초등학교,서울특별시 광진구 군자로 74,초등학교,02-469-5264,http://jangan.sen.es.kr,공립
서울장월초등학교,서울특별시 성북구 한천로101길 66,초등학교,02-918-7822,http://jangwol.sen.es.kr,공립
서울장위초등학교,서울특별시 성북구 장월로8가길 41,초등학교,02-942-1772,www.jangwicho.es.kr,공립
서울장충초등학교,서울특별시 중구 청구로17길 40,초등학교,02-2238-9091,http://www.jangchung.es.kr/index.do,공립
서울장평초등학교,서울특별시 동대문구 답십리로 ,초등학교,02-2243-6108,http://jang-pyung.sen.es.kr,공립
서울재동초등학교,서울특별시 종로구 북촌로4길 7,초등학교,02-763-1812,http://jaedong.sen.es.kr,공립
서울전곡초등학교,서울특별시 동대문구 전농로 172,초등학교,02-2242-6548,http://jeongok.sen.es.kr,공립
서울전농초등학교,서울특별시 동대문구 사가정로 66,초등학교,02-2247-0291,http://www.jeonnong.es.kr,공립
서울전동초등학교,서울특별시 동대문구 전농로16길 61,초등학교,02-2214-6574,https://jeondong.sen.es.kr,공립
서울정곡초등학교,서울특별시 강서구 방화대로50길 22,초등학교,02-2666-6442,http://jk.sen.es.kr,공립
서울정덕초등학교,서울특별시 성북구 아리랑로 63,초등학교,02-928-0422,http://www.jeongdeok.es.kr,공립
서울정릉초등학교,서울특별시 성북구 솔샘로25가길 8,초등학교,02-916-2590,http://jeongneung.sen.es.kr,공립
서울정목초등학교,서울특별시 양천구 목동중앙로3길 30-10,초등학교,02-2644-0840,http://www.jeongmok.es.kr,공립
서울정문학교,서울특별시 관악구 난향3길 31,특수학교,02-869-7188,http://www.jeongmun.sc.kr,공립
서울정민학교,서울특별시 노원구 공릉로58길 24,특수학교,02-978-8405,http://jeongmin.sen.sc.kr,공립
서울정수초등학교,서울특별시 성북구 정릉로24길 58,초등학교,02-916-0051,http://www.jungsu.es.kr,공립
서울정심초등학교,서울특별시 금천구 독산로78다길 89,초등학교,02-856-5188,http://www.jungshim.es.kr,공립
서울정애학교,서울특별시 강남구 봉은사로81길 16,특수학교,02-540-7826,http://www.jungae.sc.kr,공립
서울정인학교,서울특별시 강북구 인수봉로 119-20,특수학교,02-983-4321,http://www.jeongin.sc.kr,공립
서울정진학교,서울특별시 구로구 부일로9길 158,특수학교,02-2688-1303,http://jungjin.sen.sc.kr,공립
서울정화고등학교,서울특별시 동대문구 홍릉로15길 50,고등학교,02-960-1495,http://jeonghwa.sen.hs.kr,사립
서울조원초등학교,서울특별시 관악구 조원로 67,초등학교,02-869-2235,http://seouljowon.es.kr,공립
서울종암초등학교,서울특별시 동대문구 무학로44길 25,초등학교,02-924-4125,http://www.jongam.es.kr,공립
서울중계초등학교,서울특별시 노원구 한글비석로19길 39,초등학교,02-930-6004,http://jg.es.kr,공립
서울중곡초등학교,서울특별시 중랑구 면목로23길 20,초등학교,02-2209-2543,http://www.cg.es.kr,공립
서울중광초등학교,서울특별시 광진구 긴고랑로13길 59,초등학교,02-469-3340,www.jkschool.net,공립
서울중대초등학교,서울특별시 송파구 송파대로36길 8,초등학교,02-422-7236,http://www.joongdae.es.kr,공립
서울중동초등학교,서울특별시 마포구 월드컵북로 152,초등학교,02-373-4835,http://www.jungdong.es.kr,공립
서울중랑초등학교,서울특별시 중랑구 봉우재로6길 26,초등학교,02-437-4147,http://jungnang.sen.es.kr,공립
서울중마초등학교,서울특별시 광진구 동일로72길 43,초등학교,02-466-1007,http://www.jungma.es.kr,공립
서울중목초등학교,서울특별시 중랑구 동일로 665,초등학교,02-2209-0012,http://www.joongmok.es.kr,공립
서울중원초등학교,서울특별시 노원구 섬밭로 316,초등학교,02-971-4771,www.jungwon.es.kr,공립
서울중평초등학교,서울특별시 노원구 섬밭로 241,초등학교,02-979-2388,http://www.jungpyong.es.kr,공립
서울중현초등학교,서울특별시 노원구 섬밭로 181,초등학교,02-979-8433,http://joonghyun.es.kr,공립
서울중화초등학교,서울특별시 중랑구 신내로7가길 22,초등학교,02-433-8993,http://junghwa.es.kr,공립
서울중흥초등학교,서울특별시 중랑구 봉화산로 82,초등학교,02-495-2912,http://www.jung-heung.es.kr,공립
서울증산초등학교,서울특별시 은평구 증산서길 61,초등학교,02-373-6305,http://jeungsancho.es.kr,공립
서울지향초등학교,서울특별시 양천구 신정로11길 74,초등학교,02-2066-1187,http://jihyang.sen.es.kr,공립
서울진관초등학교,서울특별시 은평구 진관4로 78-16,초등학교,02-386-3365,http://www.jingwan.es.kr,공립
서울창경초등학교,서울특별시 도봉구 도봉로129길 54,초등학교,02-995-5265,http://changkyung.sen.es.kr,공립
서울창도초등학교,서울특별시 도봉구 방학로 32-28,초등학교,02-3492-0008,http://www.changdo.es.kr,공립
서울창동초등학교,서울특별시 도봉구 해등로16길 81,초등학교,02-900-9575,changdong-s.sen.es.kr,공립
서울창림초등학교,서울특별시 도봉구 덕릉로63길 46,초등학교,02-992-8633,http://changlim.sen.es.kr,공립
서울창서초등학교,서울특별시 서대문구 연세로5나길 30-3,초등학교,02-332-9532,http://scs.sen.es.kr,공립
서울창신초등학교,서울특별시 종로구 지봉로 73,초등학교,02-763-3160,chang-shin.es.kr,공립
서울창원초등학교,서울특별시 도봉구 해등로 103,초등학교,02-991-9167,http://changwon.sen.es.kr,공립
서울창일초등학교,서울특별시 도봉구 노해로66길 84,초등학교,02-996-9167,http://www.changil.es.kr,공립
서울창천초등학교,서울특별시 마포구 백범로1길 56,초등학교,02-715-4667,http://www.changchon.es.kr,공립
서울천동초등학교,서울특별시 강동구 성안로 200,초등학교,02-483-4445,www.scd.es.kr,공립
서울천왕초등학교,서울특별시 구로구 천왕로1길 11,초등학교,02-6343-4200,http://cheonwang.sen.es.kr,공립
서울천이초등학교,서울특별시 구로구 오류로 30,초등학교,.,http://,공립
서울천일초등학교,서울특별시 강동구 구천면로 266,초등학교,02-472-8700,https://chunil.sen.es.kr,공립
서울천호초등학교,서울특별시 강동구 구천면로 310-11,초등학교,02-470-9771,http://chunho.sen.es.kr,공립
서울청계초등학교,서울특별시 노원구 공릉로 431,초등학교,02-949-2824,http://www.scg.es.kr,공립
서울청구초등학교,서울특별시 중구 다산로 170,초등학교,02-2252-1866,http://www.cheonggu.es.kr/,공립
서울청담초등학교,서울특별시 강남구 압구정로71길 9,초등학교,02-542-3779,http://www.cheongdam.es.kr,공립
서울청덕초등학교,서울특별시 성북구 정릉로9라길 11,초등학교,02-914-8740,http://www.cheongdeok.es.kr,공립
서울청량초등학교,서울특별시 동대문구 회기로25길 31,초등학교,02-962-1341,http://www.chongryang.es.kr,공립
서울청룡초등학교,서울특별시 관악구 관악로5길 61,초등학교,02-871-5850,http://chungryong.es.kr,공립
서울청운초등학교,서울특별시 종로구 자하문로 105,초등학교,02-737-0218,http://www.chungwoon.es.kr/,공립
서울청파초등학교,서울특별시 용산구 효창원로 228,초등학교,02-701-3242,http://www.s-cheongpa.es.kr,공립
서울체육고등학교,서울특별시 송파구 강동대로 232,고등학교,02-2140-9801,http://seoul-ph.sen.hs.kr,공립
서울체육중학교,서울특별시 송파구 강동대로 232,중학교,02-2140-9801,http://cheyuk.sen.ms.kr/,공립
서울초당초등학교,서울특별시 도봉구 해등로32길 11,초등학교,02-956-1561,http://www.chodang.es.kr,공립
서울충무초등학교,서울 중구 퇴계로50길 13,초등학교,02-2279-4697,http://www.seoulchungmu.es.kr/,공립
서울치현초등학교,서울특별시 강서구 방화대로47길 43,초등학교,02-2661-6272,http://chihyeon.sen.es.kr,공립
서울컨벤션고등학교,서울특별시 강동구 동남로 964,고등학교,02-3427-7400,http://seoul-chs.sen.hs.kr,사립
서울탑동초등학교,서울특별시 금천구 탑골로 47-3,초등학교,02-894-6050,http://topdong.sen.es.kr,공립
서울탑산초등학교,서울특별시 강서구 허준로 109,초등학교,02-2659-5101,http://top.sen.es.kr,공립
서울태랑초등학교,서울특별시 노원구 화랑로51나길 31,초등학교,02-977-7384,http://taerang.sen.es.kr,공립
서울태릉초등학교,서울특별시 노원구 노원로1길 36,초등학교,02-976-1433,http://www.taereung.es.kr,공립
서울토성초등학교,서울특별시 송파구 풍성로20길 44,초등학교,02-475-5036,http://stosung.sen.es.kr,공립
서울평화초등학교,서울특별시 송파구 송파대로26길 22,초등학교,02-443-2748,http://pyunghwa.sen.es.kr,공립
서울포이초등학교,서울특별시 강남구 개포로22길 87,초등학교,02-578-7334,http://poi.sen.es.kr,공립
서울풍납초등학교,서울특별시 송파구 풍성로 43,초등학교,02-477-8151,http://www.poongnap.es.kr,공립
서울풍성초등학교,서울특별시 송파구 강동대로2길 13,초등학교,02-485-9957,http://poongsung.sen.es.kr,공립
서울프랑스학교,서울특별시 서초구 서래로 7,외국인학교,02-535-1158,http://lfseoul.org,사립
서울하늘숲초등학교,서울특별시 구로구 오리로 1106,초등학교,02-2056-5100,http://skyf.sen.es.kr,공립
서울하늘초등학교,서울특별시 마포구 월드컵북로 502-14,초등학교,02-305-7762,http://www.sky.es.kr/,공립
서울학동초등학교,서울특별시 강남구 선릉로115길 42,초등학교,02-546-5185,http://hakdong.sen.es.kr/,공립
서울한강초등학교,서울특별시 용산구 한강대로14길 9,초등학교,02-795-0584,http://www.hangang.es.kr,공립
서울한남초등학교,서울특별시 용산구 한남대로 112,초등학교,02-749-2371,http://www.hannam.es.kr,공립
서울한산초등학교,서울특별시 강동구 풍성로 261,초등학교,02-475-5762,http://hansan.sen.es.kr/,공립
서울한서초등학교,서울특별시 마포구 대흥로24바길 27,초등학교,02-716-4914,http://www.hanseo.es.kr,공립
서울한천초등학교,서울특별시 노원구 마들로 45,초등학교,02-975-5701,https://hancheon.sen.es.kr,공립
서울항동초등학교,서울특별시 구로구 연동로 178,초등학교,02-480-3600,http://hangdong.sen.es.kr,공립
서울해누리초등학교,서울특별시 송파구 송파대로37길 95,초등학교,02-407-1988,http://haenuri.sen.es.kr,공립
서울행당초등학교,서울특별시 성동구 고산자로8길 6,초등학교,02-2292-9434,http://hd.es.kr,공립
서울행림초등학교,서울특별시 동작구 솔밭로 47,초등학교,02-523-1352,http://www.hrim.es.kr,공립
서울행현초등학교,서울특별시 성동구 행당로 95,초등학교,02-2294-7693,http://www.haenghyun.es.kr,공립
서울혜화초등학교,서울특별시 종로구 혜화로 32,초등학교,02-762-6437,http://www.hyehwa-e.seoul.kr,공립
서울홍릉초등학교,서울특별시 동대문구 회기로 90,초등학교,02-968-4701,http://www.hongneung.es.kr,공립
서울홍연초등학교,서울특별시 서대문구 백련사길 55,초등학교,02-394-1802,http://www.hyc.es.kr,공립
서울홍은초등학교,서울특별시 서대문구 세검정로 105,초등학교,02-391-2196,http://hongeun.es.kr,공립
서울홍제초등학교,서울특별시 서대문구 홍은중앙로 13,초등학교,02-396-7235,www.hongje.es.kr,공립
서울홍파초등학교,서울특별시 동대문구 고산자로 518,초등학교,02-967-8161,http://www.hongpa.es.kr,공립
서울화계초등학교,서울특별시 강북구 솔매로50가길 25,초등학교,02-986-7782,http://hwagye.es.kr,공립
서울화곡초등학교,서울특별시 강서구 초록마을로 28,초등학교,02-2699-3328,http://hwagok.sen.es.kr,공립
서울화일초등학교,서울특별시 강서구 까치산로10길 70,초등학교,02-2603-6502,http://hwail.sen.es.kr,공립
서울효정학교,서울특별시 강북구 삼양로63길 33,특수학교,02-981-2022,http://hyojeong.sen.sc.kr,사립
서울효제초등학교,서울특별시 종로구 대학로 12,초등학교,02-762-4279,https://hyoje.sen.es.kr/,공립
서울후암초등학교,서울특별시 용산구 두텁바위로 140,초등학교,02-779-3936,http://www.huam.es.kr,공립
서울휘경초등학교,서울특별시 동대문구 망우로6길 48,초등학교,02-2244-4941,http://www.hwykyung.es.kr,공립
서울휘봉초등학교,서울특별시 동대문구 장안벚꽃로 309,초등학교,02-2248-4644,http://hwibong.sen.es.kr,공립
서울흑석초등학교,서울특별시 동작구 현충로 87,초등학교,02-815-3276,http://heukseok.es.kr/,공립
서울흥인초등학교,서울특별시 중구 청구로6길 11,초등학교,02-2235-4092,http://www.heungin.es.kr/,공립
서일문화예술고등학교,서울특별시 종로구 지봉로17길 49,고등학교,02-763-5863,http://seoil.sen.hs.kr,사립
서일중학교,서울특별시 서초구 서운로21길 2,중학교,02-3482-9663,http://www.seoil.ms.kr,공립
서초고등학교,서울특별시 서초구 반포대로27길 29,고등학교,02-584-4234,http://seocho.sen.hs.kr,공립
서초문화예술정보학교,서울특별시 서초구 남부순환로347길 69,각종학교(고),02-3488-5200,http://seocho.sen.sc.kr,공립
서초중학교,서울특별시 서초구 반포대로13길 48,중학교,02-583-0105,http://seocho.sen.ms.kr,공립
석관고등학교,서울특별시 성북구 한천로70길 30,고등학교,02-958-1000,http://www.seokgwan.hs.kr,공립
석관중학교,서울특별시 성북구 한천로 526,중학교,02-962-2276,http://www.seokgwan.ms.kr,공립
석촌중학교,서울특별시 송파구 송이로15길 13,중학교,02-448-4031,http://www.seokchon.ms.kr,공립
선덕고등학교,서울특별시 도봉구 시루봉로 53,고등학교,02-997-4111,http://sunduck.sen.hs.kr,사립
선덕중학교,서울특별시 도봉구 시루봉로 53,중학교,02-993-4112,http://www.sunduck.ms.kr,사립
선린인터넷고등학교,서울특별시 용산구 원효로97길 33-4,고등학교,02-713-6211,http://sunrint.sen.hs.kr,공립
선린중학교,서울특별시 용산구 원효로97길 33-4,중학교,02-713-6214,http://www.sunrin.ms.kr,공립
선사고등학교,서울특별시 강동구 고덕로25길 17,고등학교,02-426-1749,http://www.sunsa.hs.kr,공립
선유고등학교,서울특별시 영등포구 선유로 227,고등학교,02-2069-0036,http://seonyoo.sen.hs.kr,공립
선유중학교,서울특별시 영등포구 선유로 213,중학교,02-2633-4147,http://seonyoo.ms.kr,공립
